"row","fold"
407,"train"
408,"train"
409,"train"
410,"train"
411,"train"
412,"train"
413,"train"
414,"test"
415,"test"
416,"test"
417,"train"
418,"train"
419,"train"
420,"train"
421,"train"
422,"train"
423,"train"
424,"train"
425,"test"
426,"test"
427,"train"
428,"train"
429,"train"
430,"test"
431,"train"
432,"train"
433,"test"
434,"train"
435,"train"
436,"train"
437,"train"
438,"train"
439,"train"
440,"train"
441,"train"
442,"train"
443,"train"
444,"train"
445,"train"
446,"train"
447,"train"
448,"train"
449,"train"
450,"train"
451,"train"
452,"train"
453,"train"
454,"train"
455,"test"
456,"train"
457,"train"
458,"train"
459,"train"
460,"train"
461,"train"
462,"test"
463,"test"
464,"test"
465,"train"
466,"train"
467,"train"
468,"test"
469,"test"
470,"train"
471,"train"
472,"train"
473,"train"
474,"train"
475,"train"
476,"train"
477,"train"
478,"train"
479,"test"
480,"train"
481,"train"
482,"train"
483,"train"
484,"test"
485,"train"
486,"test"
487,"train"
488,"train"
489,"train"
490,"train"
491,"train"
492,"train"
493,"train"
494,"train"
495,"train"
496,"train"
497,"train"
498,"train"
499,"test"
500,"train"
501,"test"
502,"train"
503,"test"
504,"train"
505,"train"
506,"train"
507,"train"
508,"train"
509,"train"
510,"train"
511,"train"
512,"train"
513,"train"
514,"train"
515,"train"
516,"test"
517,"train"
518,"train"
519,"train"
520,"train"
521,"train"
522,"train"
523,"train"
524,"train"
525,"train"
526,"train"
527,"test"
528,"train"
529,"train"
530,"train"
531,"train"
532,"train"
533,"train"
534,"train"
535,"train"
536,"train"
537,"train"
538,"train"
539,"train"
540,"train"
541,"train"
542,"train"
543,"train"
544,"train"
545,"test"
546,"test"
547,"train"
548,"train"
549,"train"
550,"train"
551,"test"
552,"train"
553,"train"
554,"train"
555,"train"
556,"train"
557,"train"
558,"train"
559,"train"
560,"train"
561,"train"
562,"train"
563,"train"
564,"train"
565,"train"
566,"train"
567,"train"
568,"train"
569,"train"
570,"train"
571,"train"
572,"train"
573,"train"
574,"train"
575,"train"
576,"train"
577,"train"
578,"train"
579,"train"
580,"train"
581,"train"
582,"train"
583,"train"
584,"test"
585,"train"
586,"train"
587,"train"
588,"train"
589,"train"
590,"train"
591,"train"
592,"train"
593,"test"
594,"train"
595,"train"
596,"train"
597,"train"
598,"train"
599,"train"
600,"train"
601,"train"
602,"test"
603,"test"
604,"train"
605,"train"
606,"train"
607,"train"
608,"train"
609,"train"
610,"train"
611,"test"
612,"train"
613,"train"
614,"train"
615,"train"
616,"train"
617,"train"
618,"test"
619,"train"
620,"test"
621,"train"
622,"test"
623,"train"
624,"train"
625,"train"
626,"train"
627,"train"
628,"train"
629,"train"
630,"train"
631,"train"
632,"train"
633,"train"
634,"train"
635,"train"
636,"train"
637,"train"
638,"train"
639,"train"
640,"train"
641,"test"
642,"test"
643,"train"
644,"test"
645,"train"
646,"train"
647,"train"
648,"train"
649,"train"
650,"train"
651,"test"
652,"train"
653,"train"
654,"train"
655,"train"
656,"train"
657,"test"
658,"train"
659,"train"
660,"train"
661,"test"
662,"train"
663,"train"
664,"train"
665,"train"
666,"train"
667,"test"
668,"test"
669,"train"
670,"train"
671,"test"
672,"train"
673,"train"
674,"train"
675,"train"
676,"train"
677,"train"
678,"train"
679,"train"
680,"train"
681,"train"
682,"test"
683,"test"
684,"train"
685,"test"
686,"train"
687,"train"
688,"train"
689,"train"
690,"train"
691,"test"
692,"train"
693,"train"
694,"train"
695,"train"
696,"train"
697,"test"
698,"train"
699,"test"
700,"test"
701,"train"
702,"train"
703,"train"
704,"train"
705,"train"
706,"train"
707,"test"
708,"test"
709,"train"
710,"train"
711,"train"
712,"test"
713,"train"
714,"train"
715,"train"
716,"train"
717,"train"
718,"train"
719,"train"
720,"train"
721,"train"
722,"train"
723,"train"
724,"train"
725,"train"
726,"train"
727,"train"
728,"train"
729,"train"
730,"train"
731,"train"
732,"train"
733,"train"
734,"train"
735,"train"
736,"train"
737,"train"
738,"train"
739,"train"
740,"train"
741,"train"
742,"train"
743,"train"
744,"train"
745,"test"
746,"train"
747,"train"
748,"train"
749,"train"
750,"train"
751,"test"
752,"test"
753,"train"
754,"train"
755,"train"
756,"train"
757,"test"
758,"test"
759,"train"
760,"train"
761,"train"
762,"train"
763,"train"
764,"test"
765,"train"
766,"train"
767,"train"
768,"train"
769,"train"
770,"train"
771,"train"
772,"train"
773,"train"
774,"train"
775,"train"
776,"train"
777,"train"
778,"train"
779,"train"
780,"train"
781,"train"
782,"train"
783,"train"
784,"train"
785,"test"
786,"train"
787,"train"
788,"train"
789,"train"
790,"train"
791,"train"
792,"train"
793,"train"
794,"train"
795,"train"
796,"train"
797,"train"
798,"train"
799,"train"
800,"train"
801,"train"
802,"train"
803,"train"
804,"train"
805,"train"
806,"train"
807,"test"
808,"train"
809,"test"
810,"test"
811,"train"
812,"train"
813,"train"
814,"train"
815,"train"
816,"test"
817,"train"
818,"train"
819,"train"
820,"train"
821,"train"
822,"train"
823,"train"
824,"train"
825,"train"
826,"train"
827,"train"
828,"train"
829,"test"
830,"train"
831,"train"
832,"train"
833,"train"
834,"train"
835,"train"
836,"train"
837,"train"
838,"train"
839,"train"
840,"train"
841,"test"
842,"train"
843,"train"
844,"train"
845,"test"
846,"train"
847,"train"
848,"train"
849,"train"
850,"train"
851,"test"
852,"train"
853,"test"
854,"train"
855,"train"
856,"train"
857,"train"
858,"train"
859,"train"
860,"train"
861,"train"
862,"train"
863,"train"
864,"test"
865,"train"
866,"test"
867,"train"
868,"train"
869,"train"
870,"train"
871,"train"
872,"test"
873,"test"
874,"train"
875,"train"
876,"train"
877,"train"
878,"train"
879,"train"
880,"test"
881,"train"
882,"train"
883,"train"
884,"train"
885,"train"
886,"train"
887,"train"
888,"train"
889,"train"
890,"train"
891,"train"
892,"train"
893,"train"
894,"train"
895,"train"
896,"train"
897,"train"
898,"train"
899,"test"
900,"train"
901,"train"
902,"train"
903,"train"
904,"train"
905,"train"
906,"train"
907,"train"
908,"train"
909,"test"
910,"test"
911,"train"
912,"train"
913,"test"
914,"train"
915,"train"
916,"test"
917,"train"
918,"train"
919,"train"
920,"train"
921,"train"
922,"train"
923,"train"
924,"train"
925,"train"
926,"train"
927,"train"
928,"train"
929,"train"
930,"test"
931,"test"
932,"train"
933,"train"
934,"train"
935,"test"
936,"train"
937,"test"
938,"train"
939,"train"
940,"train"
941,"train"
942,"train"
943,"train"
944,"train"
945,"train"
946,"train"
947,"train"
948,"train"
949,"train"
950,"train"
951,"train"
952,"test"
953,"train"
954,"train"
955,"train"
956,"train"
957,"train"
958,"train"
959,"test"
960,"train"
961,"train"
962,"train"
963,"test"
964,"train"
965,"train"
966,"train"
967,"train"
968,"train"
969,"train"
970,"test"
971,"train"
972,"train"
973,"test"
974,"test"
975,"test"
976,"test"
977,"train"
978,"train"
979,"train"
980,"train"
981,"train"
982,"train"
983,"train"
984,"test"
985,"test"
986,"test"
987,"test"
988,"train"
989,"train"
990,"train"
991,"train"
992,"train"
993,"train"
994,"test"
995,"test"
996,"train"
997,"test"
998,"train"
999,"test"
1000,"train"
1001,"test"
1002,"train"
1003,"train"
1004,"train"
1005,"test"
1006,"train"
1007,"train"
1008,"train"
1009,"test"
1010,"train"
1011,"test"
1012,"train"
1013,"train"
1014,"train"
1015,"test"
1016,"train"
1017,"train"
1018,"train"
1019,"train"
1020,"train"
1021,"train"
1022,"train"
1023,"train"
1024,"train"
1025,"train"
1026,"test"
1027,"test"
1028,"train"
1029,"train"
1030,"train"
1031,"test"
1032,"train"
1033,"train"
1034,"train"
1035,"train"
1036,"test"
1037,"train"
1038,"train"
1039,"train"
1040,"train"
1041,"train"
1042,"train"
1043,"train"
1044,"test"
1045,"train"
1046,"test"
1047,"train"
1048,"test"
1049,"train"
1050,"train"
1051,"train"
1052,"train"
1053,"test"
1054,"train"
1055,"train"
1056,"test"
1057,"train"
1058,"train"
1059,"train"
1060,"train"
1061,"train"
1062,"train"
1063,"test"
1064,"test"
1065,"train"
1066,"test"
1067,"train"
1068,"train"
1069,"train"
1070,"test"
1071,"train"
1072,"train"
1073,"test"
1074,"test"
1075,"train"
1076,"test"
1077,"train"
1078,"test"
1079,"train"
1080,"train"
1081,"train"
1082,"train"
1083,"train"
1084,"train"
1085,"train"
1086,"train"
1087,"train"
1088,"train"
1089,"train"
1090,"train"
1091,"train"
1092,"train"
1093,"train"
1094,"train"
1095,"train"
1096,"train"
1097,"train"
1098,"train"
1099,"train"
1100,"train"
1101,"train"
1102,"test"
1103,"train"
1104,"train"
1105,"train"
1106,"test"
1107,"train"
1108,"train"
1109,"train"
1110,"test"
1111,"train"
1112,"train"
1113,"train"
1114,"test"
1115,"train"
1116,"train"
1117,"train"
1118,"test"
1119,"train"
1120,"train"
1121,"train"
1122,"test"
1123,"train"
1124,"test"
1125,"train"
1126,"test"
1127,"train"
1128,"train"
1129,"train"
1130,"train"
1131,"train"
1132,"train"
1133,"train"
1134,"train"
1135,"test"
1136,"train"
1137,"train"
1138,"train"
1139,"train"
1140,"train"
1141,"train"
1142,"train"
1143,"train"
1144,"train"
1145,"train"
1146,"train"
1147,"test"
1148,"train"
1149,"train"
1150,"train"
1151,"train"
1152,"train"
1153,"train"
1154,"train"
1155,"train"
1156,"train"
1157,"test"
1158,"train"
1159,"train"
1160,"train"
1161,"train"
1162,"train"
1163,"train"
1164,"train"
1165,"test"
1166,"train"
1167,"train"
1168,"train"
1169,"test"
1170,"train"
1171,"train"
1172,"train"
1173,"test"
1174,"train"
1175,"train"
1176,"test"
1177,"train"
1178,"train"
1179,"train"
1180,"train"
1181,"train"
1182,"train"
1183,"test"
1184,"train"
1185,"train"
1186,"test"
1187,"train"
1188,"train"
1189,"train"
1190,"train"
1191,"test"
1192,"train"
1193,"test"
1194,"train"
1195,"train"
1196,"test"
1197,"train"
1198,"train"
1199,"train"
1200,"train"
1201,"train"
1202,"train"
1203,"train"
1204,"test"
1205,"train"
1206,"train"
1207,"train"
1208,"train"
1209,"test"
1210,"test"
1211,"train"
1212,"test"
1213,"train"
1214,"train"
1215,"train"
1216,"train"
1217,"test"
1218,"test"
1219,"train"
1220,"train"
1221,"test"
1222,"train"
1223,"train"
1224,"train"
1225,"train"
1226,"test"
1227,"train"
1228,"train"
1229,"train"
1230,"train"
1231,"train"
1232,"train"
1233,"train"
1234,"train"
1235,"train"
1236,"train"
1237,"train"
1238,"test"
1239,"train"
1240,"train"
1241,"train"
1242,"train"
1243,"train"
1244,"test"
1245,"train"
1246,"train"
1247,"train"
1248,"train"
1249,"train"
1250,"train"
1251,"train"
1252,"train"
1253,"train"
1254,"train"
1255,"train"
1256,"train"
1257,"train"
1258,"train"
1259,"train"
1260,"train"
1261,"train"
1262,"train"
1263,"train"
1264,"test"
1265,"train"
1266,"test"
1267,"train"
1268,"test"
1269,"train"
1270,"train"
1271,"train"
1272,"train"
1273,"train"
1274,"train"
1275,"train"
1276,"train"
1277,"test"
1278,"test"
1279,"train"
1280,"train"
1281,"test"
1282,"train"
1283,"train"
1284,"train"
1285,"test"
1286,"train"
1287,"train"
1288,"train"
1289,"train"
1290,"train"
1291,"train"
1292,"train"
1293,"train"
1294,"train"
1295,"test"
1296,"train"
1297,"train"
1298,"train"
1299,"test"
1300,"train"
1301,"train"
1302,"train"
1303,"train"
1304,"train"
1305,"train"
1306,"test"
1307,"train"
1308,"test"
1309,"test"
1310,"train"
1311,"train"
1312,"train"
1313,"test"
1314,"test"
1315,"train"
1316,"train"
1317,"train"
1318,"train"
1319,"test"
1320,"train"
1321,"train"
1322,"train"
1323,"test"
1324,"train"
1325,"train"
1326,"train"
1327,"train"
1328,"train"
1329,"train"
1330,"train"
1331,"test"
1332,"train"
1333,"train"
1334,"test"
1335,"train"
1336,"train"
1337,"train"
1338,"train"
1339,"train"
1340,"train"
1341,"train"
1342,"test"
1343,"train"
1344,"train"
1345,"train"
1346,"train"
1347,"train"
1348,"train"
1349,"train"
1350,"test"
1351,"train"
1352,"train"
1353,"test"
1354,"test"
1355,"train"
1356,"train"
1357,"test"
1358,"train"
1359,"train"
1360,"train"
1361,"test"
1362,"train"
1363,"train"
1364,"train"
1365,"test"
1366,"train"
1367,"train"
1368,"train"
1369,"train"
1370,"train"
1371,"train"
1372,"train"
1373,"train"
1374,"test"
1375,"test"
1376,"train"
1377,"train"
1378,"train"
1379,"test"
1380,"train"
1381,"train"
1382,"test"
1383,"train"
1384,"train"
1385,"train"
1386,"train"
1387,"train"
1388,"train"
1389,"train"
1390,"train"
1391,"test"
1392,"train"
1393,"train"
1394,"train"
1395,"test"
1396,"test"
1397,"train"
1398,"train"
1399,"test"
1400,"train"
1401,"train"
1402,"train"
1403,"test"
1404,"train"
1405,"train"
1406,"train"
1407,"train"
1408,"train"
1409,"train"
1410,"train"
1411,"train"
1412,"train"
1413,"train"
1414,"train"
1415,"train"
1416,"train"
1417,"test"
1418,"train"
1419,"train"
1420,"train"
1421,"train"
1422,"test"
1423,"train"
1424,"train"
1425,"train"
1426,"train"
1427,"train"
1428,"train"
1429,"train"
1430,"train"
1431,"train"
1432,"test"
1433,"train"
1434,"train"
1435,"train"
1436,"test"
1437,"train"
1438,"train"
1439,"train"
1440,"train"
1441,"train"
1442,"test"
1443,"test"
1444,"train"
1445,"train"
1446,"train"
1447,"train"
1448,"train"
1449,"train"
1450,"train"
1451,"train"
1452,"train"
1453,"train"
1454,"test"
1455,"train"
1456,"train"
1457,"test"
1458,"test"
1459,"train"
1460,"train"
1461,"train"
1462,"train"
1463,"test"
1464,"train"
1465,"train"
1466,"test"
1467,"train"
1468,"test"
1469,"test"
1470,"test"
1471,"train"
1472,"train"
1473,"test"
1474,"train"
1475,"train"
1476,"train"
1477,"test"
1478,"train"
1479,"train"
1480,"train"
1481,"train"
1482,"train"
1483,"test"
1484,"train"
1485,"train"
1486,"train"
1487,"train"
1488,"train"
1489,"test"
1490,"train"
1491,"train"
1492,"train"
1493,"train"
1494,"train"
1495,"train"
1496,"test"
1497,"train"
1498,"train"
1499,"train"
1500,"train"
1501,"train"
1502,"train"
1503,"train"
1504,"train"
1505,"train"
1506,"train"
1507,"train"
1508,"train"
1509,"test"
1510,"train"
1511,"train"
1512,"train"
1513,"test"
1514,"train"
1515,"train"
1516,"train"
1517,"train"
1518,"train"
1519,"train"
1520,"train"
1521,"train"
1522,"train"
1523,"train"
1524,"train"
1525,"train"
1526,"train"
1527,"train"
1528,"train"
1529,"train"
1530,"test"
1531,"train"
1532,"train"
1533,"train"
1534,"train"
1535,"train"
1536,"train"
1537,"test"
1538,"train"
1539,"train"
1540,"test"
1541,"train"
1542,"train"
1543,"train"
1544,"train"
1545,"train"
1546,"test"
1547,"test"
1548,"train"
1549,"train"
1550,"train"
1551,"train"
1552,"train"
1553,"train"
1554,"train"
1555,"train"
1556,"train"
1557,"train"
1558,"train"
1559,"train"
1560,"train"
1561,"train"
1562,"train"
1563,"train"
1564,"train"
1565,"train"
1566,"train"
1567,"train"
1568,"train"
1569,"train"
1570,"train"
1571,"train"
1572,"train"
1573,"test"
1574,"train"
1575,"train"
1576,"test"
1577,"test"
1578,"train"
1579,"train"
1580,"train"
1581,"train"
1582,"test"
1583,"test"
1584,"train"
1585,"test"
1586,"train"
1587,"train"
1588,"test"
1589,"train"
1590,"train"
1591,"test"
1592,"train"
1593,"train"
1594,"train"
1595,"train"
1596,"test"
1597,"train"
1598,"train"
1599,"train"
1600,"train"
1601,"test"
1602,"train"
1603,"train"
1604,"test"
1605,"train"
1606,"train"
1607,"train"
1608,"train"
1609,"train"
1610,"train"
1611,"train"
1612,"test"
1613,"train"
1614,"train"
1615,"test"
1616,"train"
1617,"train"
1618,"train"
1619,"train"
1620,"test"
1621,"train"
1622,"train"
1623,"train"
1624,"test"
1625,"train"
1626,"train"
1627,"train"
1628,"train"
1629,"train"
1630,"train"
1631,"test"
1632,"train"
1633,"train"
1634,"train"
1635,"train"
1636,"test"
1637,"train"
1638,"test"
1639,"train"
1640,"train"
1641,"train"
1642,"train"
1643,"train"
1644,"train"
1645,"train"
1646,"train"
1647,"train"
1648,"train"
1649,"test"
1650,"train"
1651,"test"
1652,"test"
1653,"train"
1654,"train"
1655,"train"
1656,"train"
1657,"train"
1658,"train"
1659,"test"
1660,"test"
1661,"train"
1662,"train"
1663,"train"
1664,"test"
1665,"train"
1666,"train"
1667,"train"
1668,"test"
1669,"train"
1670,"train"
1671,"test"
1672,"test"
1673,"train"
1674,"train"
1675,"train"
1676,"train"
1677,"train"
1678,"test"
1679,"train"
1680,"test"
1681,"train"
1682,"test"
1683,"train"
1684,"train"
1685,"train"
1686,"train"
1687,"train"
1688,"train"
1689,"train"
1690,"train"
1691,"train"
1692,"train"
1693,"train"
1694,"test"
1695,"test"
1696,"train"
1697,"train"
1698,"train"
1699,"test"
1700,"train"
1701,"train"
1702,"train"
1703,"test"
1704,"train"
1705,"train"
1706,"test"
1707,"train"
1708,"train"
1709,"train"
1710,"test"
1711,"train"
1712,"test"
1713,"train"
1714,"train"
1715,"train"
1716,"train"
1717,"train"
1718,"train"
1719,"train"
1720,"train"
1721,"test"
1722,"train"
1723,"test"
1724,"train"
1725,"train"
1726,"train"
1727,"train"
1728,"train"
1729,"train"
1730,"test"
1731,"train"
1732,"test"
1733,"train"
1734,"train"
1735,"train"
1736,"train"
1737,"train"
1738,"test"
1739,"train"
1740,"train"
1741,"train"
1742,"train"
1743,"train"
1744,"test"
1745,"test"
1746,"test"
1747,"test"
1748,"train"
1749,"train"
1750,"train"
1751,"test"
1752,"train"
1753,"train"
1754,"train"
1755,"train"
1756,"train"
1757,"train"
1758,"train"
1759,"train"
1760,"train"
1761,"train"
1762,"train"
1763,"train"
1764,"train"
1765,"train"
1766,"train"
1767,"train"
1768,"train"
1769,"train"
1770,"test"
1771,"train"
1772,"train"
1773,"train"
1774,"test"
1775,"train"
1776,"train"
1777,"train"
1778,"test"
1779,"train"
1780,"train"
1781,"test"
1782,"train"
1783,"train"
1784,"train"
1785,"train"
1786,"train"
1787,"train"
1788,"train"
1789,"train"
1790,"train"
1791,"test"
1792,"train"
1793,"train"
1794,"train"
1795,"test"
1796,"test"
1797,"train"
1798,"train"
1799,"train"
1800,"train"
1801,"train"
1802,"train"
1803,"train"
1804,"test"
1805,"train"
1806,"train"
1807,"train"
1808,"train"
1809,"train"
1810,"train"
1811,"train"
1812,"train"
1813,"train"
1814,"train"
1815,"test"
1816,"train"
1817,"train"
1818,"train"
1819,"train"
1820,"train"
1821,"train"
1822,"test"
1823,"train"
1824,"test"
1825,"train"
1826,"train"
1827,"test"
1828,"train"
1829,"train"
1830,"train"
1831,"test"
1832,"train"
1833,"train"
1834,"train"
1835,"train"
1836,"train"
1837,"train"
1838,"train"
1839,"train"
1840,"test"
1841,"train"
1842,"test"
1843,"train"
1844,"train"
1845,"train"
1846,"train"
1847,"train"
1848,"train"
1849,"train"
1850,"test"
1851,"train"
1852,"train"
1853,"train"
1854,"train"
1855,"train"
1856,"train"
1857,"train"
1858,"train"
1859,"train"
1860,"test"
1861,"train"
1862,"test"
1863,"train"
1864,"train"
1865,"train"
1866,"test"
1867,"train"
1868,"train"
1869,"train"
1870,"train"
1871,"train"
1872,"train"
1873,"train"
1874,"train"
1875,"train"
1876,"train"
1877,"train"
1878,"train"
1879,"train"
1880,"test"
1881,"train"
1882,"train"
1883,"train"
1884,"train"
1885,"train"
1886,"train"
1887,"train"
1888,"train"
1889,"train"
1890,"train"
1891,"train"
1892,"train"
1893,"train"
1894,"train"
1895,"train"
1896,"train"
1897,"train"
1898,"train"
1899,"test"
1900,"train"
1901,"train"
1902,"train"
1903,"train"
1904,"train"
1905,"train"
1906,"train"
1907,"train"
1908,"train"
1909,"train"
1910,"train"
1911,"train"
1912,"train"
1913,"train"
1914,"train"
1915,"train"
1916,"train"
1917,"train"
1918,"train"
1919,"train"
1920,"train"
1921,"train"
1922,"train"
1923,"train"
1924,"train"
1925,"train"
1926,"train"
1927,"train"
1928,"train"
1929,"train"
1930,"train"
1931,"train"
1932,"test"
1933,"train"
1934,"train"
1935,"train"
1936,"train"
1937,"train"
1938,"train"
1939,"train"
1940,"train"
1941,"test"
1942,"train"
1943,"test"
1944,"train"
1945,"test"
1946,"test"
1947,"train"
1948,"train"
1949,"train"
1950,"train"
1951,"train"
1952,"train"
1953,"train"
1954,"train"
1955,"train"
1956,"test"
1957,"train"
1958,"train"
1959,"train"
1960,"test"
1961,"test"
1962,"train"
1963,"train"
1964,"train"
1965,"train"
1966,"train"
1967,"test"
1968,"train"
1969,"test"
1970,"train"
1971,"test"
1972,"train"
1973,"train"
1974,"train"
1975,"train"
1976,"test"
1977,"train"
1978,"train"
1979,"test"
1980,"train"
1981,"test"
1982,"test"
1983,"train"
1984,"train"
1985,"train"
1986,"train"
1987,"train"
1988,"test"
1989,"train"
1990,"train"
1991,"train"
1992,"train"
1993,"train"
1994,"train"
1995,"train"
1996,"train"
1997,"train"
1998,"train"
1999,"train"
2000,"train"
2001,"train"
2002,"train"
2003,"test"
2004,"test"
2005,"train"
2006,"train"
2007,"train"
2008,"train"
2009,"train"
2010,"test"
2011,"train"
2012,"test"
2013,"train"
2014,"train"
2015,"train"
2016,"train"
2017,"train"
2018,"train"
2019,"train"
2020,"train"
2021,"train"
2022,"train"
2023,"test"
2024,"test"
2025,"train"
2026,"train"
2027,"train"
2028,"train"
2029,"train"
2030,"train"
2031,"train"
2032,"train"
2033,"train"
2034,"test"
2035,"train"
2036,"train"
2037,"train"
2038,"train"
2039,"train"
2040,"train"
2041,"train"
2042,"test"
2043,"train"
2044,"train"
2045,"train"
2046,"train"
2047,"train"
2048,"train"
2049,"train"
2050,"train"
2051,"train"
2052,"train"
2053,"train"
2054,"train"
2055,"train"
2056,"train"
2057,"test"
2058,"test"
2059,"train"
2060,"train"
2061,"train"
2062,"train"
2063,"test"
2064,"test"
2065,"test"
2066,"train"
2067,"train"
2068,"train"
2069,"train"
2070,"train"
2071,"train"
2072,"train"
2073,"train"
2074,"train"
2075,"train"
2076,"test"
2077,"test"
2078,"test"
2079,"test"
2080,"train"
2081,"test"
2082,"train"
2083,"test"
2084,"test"
2085,"train"
2086,"train"
2087,"train"
2088,"train"
2089,"train"
2090,"test"
2091,"train"
2092,"train"
2093,"train"
2094,"train"
2095,"train"
2096,"train"
2097,"test"
2098,"test"
2099,"train"
2100,"train"
2101,"test"
2102,"test"
2103,"train"
2104,"train"
2105,"train"
2106,"train"
2107,"train"
2108,"test"
2109,"train"
2110,"train"
2111,"test"
2112,"test"
2113,"train"
2114,"train"
2115,"test"
2116,"train"
2117,"train"
2118,"train"
2119,"train"
2120,"train"
2121,"train"
2122,"train"
2123,"train"
2124,"train"
2125,"train"
2126,"train"
2127,"train"
2128,"train"
2129,"train"
2130,"test"
2131,"test"
2132,"train"
2133,"train"
2134,"test"
2135,"train"
2136,"train"
2137,"test"
2138,"train"
2139,"train"
2140,"train"
